episode_number,episode_title,reference_title,reference_url,reference_type_id
253,Por Que Sentimos Nosso Corpo Formigar,"Review of epidemiology, clinical presentation, diagnosis, and treatment of common primary psychiatric causes of cutaneous disease",https://www.tandfonline.com/doi/abs/10.1080/09546634.2017.1395389,9
253,Por Que Sentimos Nosso Corpo Formigar,The Rubber Hand Illusion – Horizon: Is Seeing Believing? – BBC Two,https://www.youtube.com/watch?v=sxwn1w7MJvk,1
253,Por Que Sentimos Nosso Corpo Formigar,Attribution-Based Nocebo Effects. Perceived Effectsof a Placebo Pill and a Sham Magnetic Field on CognitivePerformance and Somatic Symptoms,https://link.springer.com.sci-hub.tw/article/10.1007%2Fs12529-015-9511-1,2
253,Por Que Sentimos Nosso Corpo Formigar,Combining Virtual Reality and Biofeedback to Foster Empathic Abilities in Humans,https://www.frontiersin.org/articles/10.3389/fpsyg.2018.02741/full,9
253,Por Que Sentimos Nosso Corpo Formigar,The calming effect of a new wearable device during the anticipation of public speech,https://www.nature.com/articles/s41598-017-02274-2,9
253,Por Que Sentimos Nosso Corpo Formigar,At which stage of sensory recovery can a tingling sign be expected?: A Review and Proposal for Standardization and Grading,https://litfl.com/wp-content/uploads/2020/07/Tinel-1915-The-22tingling22-sign-in-peripheral-nerve-lesions.pdf,9
253,Por Que Sentimos Nosso Corpo Formigar,Attribution-Based Nocebo Effects. Perceived Effects of a Placebo Pill and a Sham Magnetic Field on Cognitive Performance and Somatic Symptoms,https://link.springer.com.sci-hub.tw/article/10.1007%2Fs12529-015-9511-1,2
253,Por Que Sentimos Nosso Corpo Formigar,A theory of cortical responses,https://royalsocietypublishing.org/doi/10.1098/rstb.2005.1622,9
253,Por Que Sentimos Nosso Corpo Formigar,The neuropsychophysiology of tingling,https://www.sciencedirect.com/science/article/abs/pii/S1053810017302805,2
253,Por Que Sentimos Nosso Corpo Formigar,Is that ‘tingling feeling’ enough? Constructions of teaching and learning in further education,https://www.tandfonline.com.sci-hub.tw/doi/abs/10.1080/0013191042000274150,9
254,Especial Premio Ignobel 2020 Parte 1 De 2,"ENTOMOLOGY PRIZE [USA]Arachnophobic Entomologists: When Two More Legs Makes a Big Difference Vetter, for collecting evidence that many entomologists (scientists who study insects) are afraid of spiders, which are not insects.",https://academic.oup.com/ae/article/59/3/168/6813Richard,9
254,Especial Premio Ignobel 2020 Parte 1 De 2,"ACOUSTICS PRIZE [AUSTRIA, SWEDEN, JAPAN, USA, SWITZERLAND]A Chinese alligator in heliox: formant frequencies in a crocodilian Reber, Takeshi Nishimura, Judith Janisch, Mark Robertson, and Tecumseh Fitch, for inducing a female Chinese alligator to bellow in an airtight chamber filled with helium-enriched air.",https://jeb.biologists.org/content/218/15/2442Stephan,9
254,Especial Premio Ignobel 2020 Parte 1 De 2,"MEDICINE PRIZE [THE NETHERLANDS, BELGIUM]Misophonia: Diagnostic Criteria for a New Psychiatric Disorder Vulink, Damiaan Denys, and Arnoud van Loon, for diagnosing a long-unrecognized medical condition: Misophonia, the distress at hearing other people make chewing sounds.",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0054706Nienke,9
254,Especial Premio Ignobel 2020 Parte 1 De 2,Alligator Vocalizing,https://www.youtube.com/watch?v=0PVE9DLc-Xk,1
254,Especial Premio Ignobel 2020 Parte 1 De 2,"MANAGEMENT PRIZE [CHINA]Hesitant hitmen jailed over botched assassination in China Xi Guang-An, (莫天祥) Mo Tian-Xiang, (杨康生) Yang Kang-Sheng, (杨广生) Yang Guang-Sheng, and (凌显四) Ling Xian Si, five professional hitmen in Guangxi, China, who managed a contract for a hit job (a murder performed for money).",https://www.bbc.com/news/world-asia-china-50137450(奚广安),3
254,Especial Premio Ignobel 2020 Parte 1 De 2,"PSYCHOLOGY PRIZE [CANADA, USA]Eyebrows cue grandiose narcissism Giacomin and Nicholas Rule, for devising a method to identify narcissists by examining their eyebrows.",https://onlinelibrary.wiley.com/doi/abs/10.1111/jopy.12396Miranda,9
255,Especial Premio Ignobel 2020 Parte 2 De 2,"MATERIALS SCIENCE PRIZE [USA, UK]Experimental replication shows knives manufactured from frozen human feces do not work Eren, Michelle Bebber, James Norris, Alyssa Perrone, Ashley Rutkoski, Michael Wilson, and Mary Ann Raghanti, for showing that knives manufactured from frozen human feces do not work well.",https://www.sciencedirect.com/science/article/pii/S2352409X19305371Metin,2
255,Especial Premio Ignobel 2020 Parte 2 De 2,"PEACE PRIZE [INDIA, PAKISTAN]The governments of India and Pakistan, for having their diplomats surreptitiously ring each other’s doorbells in the middle of the night, and then run away before anyone had a chance to answer the door.",,9
255,Especial Premio Ignobel 2020 Parte 2 De 2,"Ring the doorbell and run: How nuclear rivals India, Pakistan harass each other",https://economictimes.indiatimes.com/news/defence/ring-the-doorbell-and-run-here-is-how-nuclear-rivals-india-pakistan-harass-each-other/articleshow/63327292.cms,9
255,Especial Premio Ignobel 2020 Parte 2 De 2,"PHYSICS PRIZE [AUSTRALIA, UKRAINE, FRANCE, ITALY, GERMANY, UK, SOUTH AFRICA]Excitation of Faraday-like body waves in vibrated living earthworms Maksymov and Andriy Pototsky, for determining, experimentally, what happens to the shape of a living earthworm when one vibrates the earthworm at high frequency.","https://www.nature.com/articles/s41598-020-65295-4#:~:text=Here%2C%20we%20test%20four%20common,and%20a%20liquid-filled%20bodyIvan",9
255,Especial Premio Ignobel 2020 Parte 2 De 2,"MEDICAL EDUCATION PRIZE [BRAZIL, UK, INDIA, MEXICO, BELARUS, USA, TURKEY, RUSSIA, TURKMENISTAN]Jair Bolsonaro of Brazil, Boris Johnson of the United Kingdom, Narendra Modi of India, Andrés Manuel López Obrador of Mexico, Alexander Lukashenko of Belarus, Donald Trump of the USA, Recep Tayyip Erdogan of Turkey, Vladimir Putin of Russia, and Gurbanguly Berdimuhamedow of Turkmenistan, for using the Covid-19 viral pandemic to teach the world that politicians can have a more immediate effect on life and death than scientists and doctors can.",,9
255,Especial Premio Ignobel 2020 Parte 2 De 2,"ECONOMICS PRIZE [UK, POLAND, FRANCE, BRAZIL, CHILE, COLOMBIA, AUSTRALIA, ITALY, NORWAY]National income inequality predicts cultural variation in mouth to mouth kissing Watkins, Juan David Leongómez, Jeanne Bovet, Agnieszka Żelaźniewicz, Max Korbmacher, Marco Antônio Corrêa Varella, Ana Maria Fernandez, Danielle Wagstaff, and Samuela Bolgan, for trying to quantify the relationship between different countries’ national income inequality and the average amount of mouth-to-mouth kissing.","https://www.nature.com/articles/s41598-019-43267-7#:~:text=Our%20data%20reveal%20that%20kissing,of%20kissing%20across%20romantic%20relationshipsChristopher",9
256,Por Que Roncamos,"Sound production in the eastern hognose snake, Heterodon platyrhinos (Serpentes: Colubridae): Does it snore?",https://brill.com/view/journals/amre/19/4/article-p407_6.xml,9
256,Por Que Roncamos,Genome-wide association study reveals two novel risk alleles for incident obstructive sleep apnea in the EPISONO cohort,https://www.sciencedirect.com.sci-hub.st/science/article/abs/pii/S1389945719302722,2
256,Por Que Roncamos,Animals Snoring,https://www.youtube.com/watch?v=dBvn6Uq6zMA,1
256,Por Que Roncamos,Snoring and Sleep Apnea,https://www.tandfonline.com/doi/pdf/10.3109/03009739809178948,9
256,Por Que Roncamos,Using craniofacial characteristics to predict optimum airway pressure in obstructive sleep apnea treatment,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942020000200174&lng=en&nrm=iso&tlng=en,9
256,Por Que Roncamos,Heavy Snorer Disease: From Snoring to the Sleep Apnea Syndrome – An Overview,https://www.karger.com.sci-hub.st/Article/Abstract/88355,9
256,Por Que Roncamos,Habitual Loud Snoring. A Study of Prevalence and Associations in 850 Middle-Aged French Males,https://www.karger.com/Article/Abstract/88355,9
256,Por Que Roncamos,A Global Comparison of Anatomic Risk Factors and Their Relationship to Obstructive Sleep Apnea Severity in Clinical Samples,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6457518,2
256,Por Que Roncamos,Condutas terapêuticas para tratamento da (SAHOS) e da (SRVAS) com enfoque no Aparelho Anti-Ronco (AAR-ITO),https://www.scielo.br/pdf/dpress/v10n4/v10n4a15,9
256,Por Que Roncamos,Snoring During Early Childhood and Academic Performance at Ages Thirteen to Fourteen Years,https://pediatrics.aappublications.org/content/107/6/1394.short,9
256,Por Que Roncamos,Systematic review of the different aspects of primary snoring,https://www.sciencedirect.com.sci-hub.st/science/article/abs/pii/S1087079218301369,2
256,Por Que Roncamos,Snoring like a Bear,https://www.youtube.com/watch?v=XRgHNePMDFA,1
256,Por Que Roncamos,Snoring sounds variability as a signature of obstructive sleep apnea,https://www.sciencedirect.com.sci-hub.st/science/article/abs/pii/S1350453312001695,2
257,Sons Binaurais Ajudam A Nossa Mente,Modulation of Mind Wandering Using Auditory Beat Stimulation: a Pilot Study,https://link.springer.com/article/10.1007/s41465-019-00137-4,2
257,Sons Binaurais Ajudam A Nossa Mente,Binaural Beats through the Auditory Pathway: From Brainstem to Connectivity Patterns,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7082494,2
257,Sons Binaurais Ajudam A Nossa Mente,"Event-related potentials to single-cycle binaural beats of a pure tone, a click train, and a noise",https://link.springer.com/article/10.1007/s00221-019-05638-4,2
257,Sons Binaurais Ajudam A Nossa Mente,90 Minutes of Focused Studying: The Best Binaural Beats,https://www.youtube.com/watch?v=eqKQACO4HAk,1
257,Sons Binaurais Ajudam A Nossa Mente,The Effect of Binaural Beats on Visuospatial Working Memory and Cortical Connectivity,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0166630,9
257,Sons Binaurais Ajudam A Nossa Mente,"Efficacy of binaural auditory beats in cognition, anxiety, and pain perception: a meta-analysis",https://link.springer.com/article/10.1007%2Fs00426-018-1066-8,2
257,Sons Binaurais Ajudam A Nossa Mente,"A prospective, randomised, controlled study examining binaural beat audio and pre‐operative anxiety in patients undergoing general anaesthesia for day case surgery*",https://associationofanaesthetists-publications.onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2044.2005.04287.x,9
257,Sons Binaurais Ajudam A Nossa Mente,Binaural Beat: A Failure to Enhance EEG Power and Emotional Arousal,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5694826,2
257,Sons Binaurais Ajudam A Nossa Mente,EEG alpha and theta oscillations reflect cognitive and memoryperformance: a review and analysis,https://www.sciencedirect.com.sci-hub.st/science/article/abs/pii/S0165017398000563,2
257,Sons Binaurais Ajudam A Nossa Mente,Modulation of Item and Source Memory by Auditory Beat Stimulation: A Pilot Study With Intracranial EEG,https://www.frontiersin.org/articles/10.3389/fnhum.2018.00500/full,9
257,Sons Binaurais Ajudam A Nossa Mente,The Effects of Binaural and Monoaural Beat Stimulation on Cognitive Functioning in Subjects with Different Levels of Emotionality,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7204407,2
257,Sons Binaurais Ajudam A Nossa Mente,Binaural Auditory Beats Affect Vigilance Performance and Mood,https://www.sciencedirect.com/science/article/abs/pii/S0031938497004368?via%3Dihub,2
257,Sons Binaurais Ajudam A Nossa Mente,Binaural auditory beats affect long-term memory,https://link.springer.com/article/10.1007%2Fs00426-017-0959-2,2
257,Sons Binaurais Ajudam A Nossa Mente,40-Hz Binaural beats enhance training to mitigate the attentional blink,https://www.nature.com/articles/s41598-020-63980-y,9
257,Sons Binaurais Ajudam A Nossa Mente,Inter- and intra-individual variability in alpha peak frequency,https://www.sciencedirect.com/science/article/pii/S1053811914000792,2
258,Os Carros Precisam Ser Mais Velozes Que O Limite Permitido,The reliability and validity of the Brief Sensation Seeking Scale (BSSS-8) with young adult Latino workers: implications for tobacco and alcohol disparity research,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2766587,2
258,Os Carros Precisam Ser Mais Velozes Que O Limite Permitido,The association between sensation seeking and driving outcomes: A systematic review and meta-analysis,https://www.sciencedirect.com/science/article/pii/S0001457518303452,2
258,Os Carros Precisam Ser Mais Velozes Que O Limite Permitido,Is there a positive side to sensation seeking? Trajectories of sensation seeking and impulsivity may have unique outcomes in young adulthood,https://www.sciencedirect.com.sci-hub.st/science/article/abs/pii/S0140197119300545,2
258,Os Carros Precisam Ser Mais Velozes Que O Limite Permitido,Código de Transito Brasileiro – DETRAN,https://detran.to.gov.br/legislacao/outros/codigo-de-transito-brasileiro-ctb,7
258,Os Carros Precisam Ser Mais Velozes Que O Limite Permitido,Hans Eysenck’s personality model and the constructs of sensation seeking and impulsivity,https://www.sciencedirect.com/science/article/abs/pii/S0191886916302562,2
258,Os Carros Precisam Ser Mais Velozes Que O Limite Permitido,Fatores a serem considerados para a definição de velocidade limite em rodovias brasileiras,http://redpgv.coppe.ufrj.br/index.php/es/produccion/articulos-cientificos/2012-1/688-fatores-na-definicao-velocidade-limite-rodovias-brasileiras-anpet-2012/file,9
258,Os Carros Precisam Ser Mais Velozes Que O Limite Permitido,"Addiction and personality traits: Sensation seeking, anhedonia, impulsivity",https://www.researchgate.net/publication/12645943_Addiction_and_personality_traits_Sensation_seeking_anhedonia_impulsivity,9
258,Os Carros Precisam Ser Mais Velozes Que O Limite Permitido,Sensation seeking and impulsive traits as personality endophenotypes for antisocial behavior: Evidence from two independent samples,https://www.sciencedirect.com/science/article/abs/pii/S0191886916309722,2
258,Os Carros Precisam Ser Mais Velozes Que O Limite Permitido,Fast Cars/Fast Foods: Hyperconsumption and its Health and Environmental Consequences.,https://link.springer.com.sci-hub.st/article/10.1057/sth.2008.10,2
259,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 1 De 2,Expectation-Outcome Consistency and Hindsight Bias,https://www.sciencedirect.com.sci-hub.st/science/article/abs/pii/074959789190044T?via%3Dihub,2
259,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 1 De 2,We Saw It All Along – Visual Hindsight Bias in Children and Adults,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3640979,2
259,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 1 De 2,"Evolving Judgments of Terror Risks: Foresight, Hindsight, and Emotion",https://www.researchgate.net/publication/7746516_Evolving_Judgments_of_Terror_Risks_Foresight_Hindsight_and_Emotion,9
259,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 1 De 2,Hindsight Bias,https://journals.sagepub.com/doi/abs/10.1177/1745691612454303,9
259,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 1 De 2,Can knowledge of election results change recall of our predictions? Neural correlates of political hindsight bias,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0220690,9
259,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 1 De 2,Intoxicação natural e experimental por Nerium oleander (Apocynaceae) em bovinos no Rio Grande do Sul,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2009000500008,9
259,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 1 De 2,Hindsight bias in political elections,https://www.tandfonline.com/doi/abs/10.1080/09658210244000513,9
259,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 1 De 2,Rethinking the Fall of Easter Island,"https://web.archive.org/web/20141006110649/http://www.americanscientist.org/issues/id.1002,y.2006,no.5,content.true,css.print/issue.aspx",9
259,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 1 De 2,Hindsight Bias: A By-Product of Knowledge Updating?,https://sci-hub.st/https://doi.org/10.1037/0278-7393.26.3.566,2
259,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 1 De 2,Qual a diferença entre MEMÓRIA e HISTÓRIA? – Conceitos Históricos,https://www.youtube.com/watch?v=XRDzvuc4AAU,1
259,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 1 De 2,Conditions for Intuitive Expertise,https://www.fs.usda.gov/rmrs/sites/default/files/Kahneman2009_ConditionsforIntuitiveExpertise_AFailureToDisagree.pdf,7
259,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 1 De 2,Hindsight bias in medicolegal expert reports,https://www.mja.com.au/system/files/issues/176_06_180302/hug10592_fm.pdf,9
259,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 1 De 2,An Integrative Lens Model Approach to Bias and Accuracy in HumanInferences: Hindsight Effects and Knowledge Updating inPersonality Judgments,https://sci-hub.st/https://doi.org/10.1037/a0029461,2
259,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 1 De 2,“1 Knew It Would Happen”,https://www.sciencedirect.com.sci-hub.st/science/article/abs/pii/0030507375900021?via%3Dihub,2
259,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 1 De 2,HINDSIGHT BIAS IN LEGAL DECISION MAKING,https://guilfordjournals.com.sci-hub.st/doi/pdf/10.1521/soco.2007.25.1.48,9
259,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 1 De 2,Hindsight bias in economic expectations: I knew all along what I want to hear,https://www.researchgate.net/publication/11284296_Hindsight_bias_in_economic_expectations_I_knew_all_along_what_I_want_to_hear,9
259,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 1 De 2,Homeric Hymn to Pythian Apollo,http://sixcrows.org/library/HomericHymntoPythianApollo.pdf,9
259,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 1 De 2,The Effect of Hindsight Bias on Psychiatrists’ Clinical Judgment: A RandomizedControlled Trials,https://www.longdom.org/open-access/the-effect-of-hindsight-bias-on-psychiatrists-clinical-judgment-a-randomizedcontrolled-trials-2378-5756-1000425.pdf,9
259,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 1 De 2,Livro Tudo é óbvio Desde Que Você Saiba a Resposta,https://www.estantevirtual.com.br/livros/duncan-j-watts/tudo-e-obvio-desde-que-voce-saiba-a-resposta/3070322869,9
260,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 2 De 2,Homeric Hymn to Pythian Apollo,http://sixcrows.org/library/HomericHymntoPythianApollo.pdf,9
260,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 2 De 2,Hindsight bias in economic expectations: I knew all along what I want to hear,https://www.researchgate.net/publication/11284296_Hindsight_bias_in_economic_expectations_I_knew_all_along_what_I_want_to_hear,9
260,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 2 De 2,Hindsight Bias,https://journals.sagepub.com/doi/abs/10.1177/1745691612454303,9
260,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 2 De 2,Hindsight bias in medicolegal expert reports,https://www.mja.com.au/system/files/issues/176_06_180302/hug10592_fm.pdf,9
260,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 2 De 2,Can knowledge of election results change recall of our predictions? Neural correlates of political hindsight bias,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0220690,9
260,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 2 De 2,An Integrative Lens Model Approach to Bias and Accuracy in HumanInferences: Hindsight Effects and Knowledge Updating inPersonality Judgments,https://sci-hub.st/https://doi.org/10.1037/a0029461,2
260,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 2 De 2,Hindsight Bias: A By-Product of Knowledge Updating?,https://sci-hub.st/https://doi.org/10.1037/0278-7393.26.3.566,2
260,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 2 De 2,Intoxicação natural e experimental por Nerium oleander (Apocynaceae) em bovinos no Rio Grande do Sul,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2009000500008,9
260,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 2 De 2,"Evolving Judgments of Terror Risks: Foresight, Hindsight, and Emotion",https://www.researchgate.net/publication/7746516_Evolving_Judgments_of_Terror_Risks_Foresight_Hindsight_and_Emotion,9
260,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 2 De 2,HINDSIGHT BIAS IN LEGAL DECISION MAKING,https://guilfordjournals.com.sci-hub.st/doi/pdf/10.1521/soco.2007.25.1.48,9
260,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 2 De 2,Expectation-Outcome Consistency and Hindsight Bias,https://www.sciencedirect.com.sci-hub.st/science/article/abs/pii/074959789190044T?via%3Dihub,2
260,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 2 De 2,We Saw It All Along – Visual Hindsight Bias in Children and Adults,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3640979,2
260,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 2 De 2,Conditions for Intuitive Expertise,https://www.fs.usda.gov/rmrs/sites/default/files/Kahneman2009_ConditionsforIntuitiveExpertise_AFailureToDisagree.pdf,7
260,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 2 De 2,Livro Tudo é óbvio Desde Que Você Saiba a Resposta,https://www.estantevirtual.com.br/livros/duncan-j-watts/tudo-e-obvio-desde-que-voce-saiba-a-resposta/3070322869,9
260,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 2 De 2,The Effect of Hindsight Bias on Psychiatrists’ Clinical Judgment: A RandomizedControlled Trials,https://www.longdom.org/open-access/the-effect-of-hindsight-bias-on-psychiatrists-clinical-judgment-a-randomizedcontrolled-trials-2378-5756-1000425.pdf,9
260,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 2 De 2,Qual a diferença entre MEMÓRIA e HISTÓRIA? – Conceitos Históricos,https://www.youtube.com/watch?v=XRDzvuc4AAU,1
260,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 2 De 2,Hindsight bias in political elections,https://www.tandfonline.com/doi/abs/10.1080/09658210244000513,9
260,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 2 De 2,“1 Knew It Would Happen”,https://www.sciencedirect.com.sci-hub.st/science/article/abs/pii/0030507375900021?via%3Dihub,2
260,Por Que As Coisas Parecem Obvias Depois Que Passamos Por Elas Parte 2 De 2,Rethinking the Fall of Easter Island,"https://web.archive.org/web/20141006110649/http://www.americanscientist.org/issues/id.1002,y.2006,no.5,content.true,css.print/issue.aspx",9
261,O Que A Solidao Pode Causar Nas Pessoas,"Affective Bond, Loneliness and Socioeconomic Aspects of an Elderly Population in Midwest, Brazil",https://bit.ly/32Fc0hB,9
261,O Que A Solidao Pode Causar Nas Pessoas,"Social isolation, loneliness, and all-cause mortality in older men and women",https://www.pnas.org/content/110/15/5797.short,9
261,O Que A Solidao Pode Causar Nas Pessoas,"Loneliness, Health, and Mortality in Old Age: A National Longitudinal Study",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3303190,2
261,O Que A Solidao Pode Causar Nas Pessoas,Radio Escafandro – #29 – E se a gente fosse índio?,https://www.radioescafandro.com/2020/06/10/29-e-se-a-gente-fosse-indio,9
261,O Que A Solidao Pode Causar Nas Pessoas,"Loneliness, Isolation, and Social Support Factors in Post-COVID-19Mental Health",https://psycnet.apa.org/fulltext/2020-43457-001.pdf,9
261,O Que A Solidao Pode Causar Nas Pessoas,The Prevalence of Loneliness Among Adults: A Case Study of the United Kingdom,https://www.tandfonline.com/doi/abs/10.1080/00223980.2011.613875,9
261,O Que A Solidao Pode Causar Nas Pessoas,"Marcel Mauss, the Gift and Relational Sociology",https://link.springer.com.sci-hub.st/chapter/10.1007/978-3-319-66005-9_33,2
261,O Que A Solidao Pode Causar Nas Pessoas,"Loneliness and Cortisol: Momentary, Day-to-day, and Trait Associations",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2841363,2
261,O Que A Solidao Pode Causar Nas Pessoas,Rapports réels et pratiques de psychologie et de la sociologie,https://www.psychaanalyse.com/pdf/rapports_reels.pdf,9
261,O Que A Solidao Pode Causar Nas Pessoas,The Structure and Spread of Loneliness in a Large Social Network,https://dash.harvard.edu/bitstream/handle/1/4276347/Christakis_AloneCrowd.pdf?sequence=2,6
261,O Que A Solidao Pode Causar Nas Pessoas,"Loneliness and social adaptation in Brazilian, Canadian, Chinese and Italian children: a multi‐national comparative study",https://acamh.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-7610.2004.00329.x,9
261,O Que A Solidao Pode Causar Nas Pessoas,Marcel Mauss’s “The Gift” Revisited,https://www.jstor.org.sci-hub.st/stable/2798804?seq=1,2
261,O Que A Solidao Pode Causar Nas Pessoas,COVID-19 and the consequences of isolating the elderly,https://www.thelancet.com/journals/lanpub/article/PIIS2468-2667(20)30061-X/fulltext,9
261,O Que A Solidao Pode Causar Nas Pessoas,Marcel Mauss – The Gift,https://bit.ly/3pyOSLE,9
261,O Que A Solidao Pode Causar Nas Pessoas,Loneliness Matters: A Theoretical and Empirical Review of Consequences and Mechanisms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3874845,2
262,Por Que Damos Mais Atencao As Noticias Ruins,Bad Is Stronger Than Good,https://journals.sagepub.com.sci-hub.st/doi/abs/10.1037/1089-2680.5.4.323,9
262,Por Que Damos Mais Atencao As Noticias Ruins,"Negativity Bias, Negativity Dominance, and Contagion",https://journals.sagepub.com.sci-hub.st/doi/abs/10.1207/s15327957pspr0504_2,9
262,Por Que Damos Mais Atencao As Noticias Ruins,O Novo Iluminismo: Steven Pinker explica como a civilização resolverá os desafios contemporâneos,https://www.fronteiras.com/artigos/o-novo-iluminismo-steven-pinker-explica-como-a-civilizacao-resolvera-os-desafios-contemporaneos,9
262,Por Que Damos Mais Atencao As Noticias Ruins,Consumer Demand for Cynical and Negative News Frames,https://journals.sagepub.com/doi/abs/10.1177/1940161214524832?etoc,9
262,Por Que Damos Mais Atencao As Noticias Ruins,What Makes Online Content Viral?,https://journals.sagepub.com.sci-hub.st/doi/abs/10.1509/jmr.10.0353,9
262,Por Que Damos Mais Atencao As Noticias Ruins,On Wildebeests and Humans: The Preferential Detection of Negative Stimuli,https://journals.sagepub.com.sci-hub.st/doi/abs/10.1111/1467-9280.t01-1-01412,9
262,Por Que Damos Mais Atencao As Noticias Ruins,Automatic vigilance: The attention-grabbing power of negative social information –,https://psycnet.apa.org/record/1992-04165-001,9
262,Por Que Damos Mais Atencao As Noticias Ruins,Two Decades of American News Preferences,https://www.pewresearch.org/2007/08/22/two-decades-of-american-news-preferences-2,9
262,Por Que Damos Mais Atencao As Noticias Ruins,"News, Politics, and Negativity",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2075941,9
262,Por Que Damos Mais Atencao As Noticias Ruins,The spread of true and false news online,https://science.sciencemag.org/content/359/6380/1146/tab-pdf,9
262,Por Que Damos Mais Atencao As Noticias Ruins,Positive-Negative Asymmetry in Evaluations: The Distinction Between Affective and Informational Negativity Effects,https://www.tandfonline.com.sci-hub.st/doi/abs/10.1080/14792779108401856,9
262,Por Que Damos Mais Atencao As Noticias Ruins,"The MAD Model of Moral Contagion: The Role of Motivation, Attention, and Design in the Spread of Moralized Content Online",https://journals.sagepub.com.sci-hub.st/doi/abs/10.1177/1745691620917336,9
262,Por Que Damos Mais Atencao As Noticias Ruins,Multiple categorization and implicit intergroup bias: differential category dominance and the positive–negative asymmetry effect,https://onlinelibrary.wiley.com/doi/abs/10.1002/ejsp.31,9
263,O Que E Transumanismo,"Moral enhancement, freedom, and what we (should) value in moral behavior",https://jme.bmj.com/content/medethics/40/6/361.full.pdf,9
263,O Que E Transumanismo,Journal of Medicine and Philosophy: A Forum for Bioethics and Philosophy of Medicine,https://academic.oup.com.sci-hub.st/jmp/article-abstract/30/3/261/918030?redirectedFrom=fulltext,9
263,O Que E Transumanismo,Moral Enhancement: Do Means Matter Morally?,https://link.springer.com/article/10.1007/s12152-015-9230-y,2
263,O Que E Transumanismo,#76 – Entrevista: Altay de Souza e a Ciência Nossa de Cada Dia,https://meunomenaoenao.com/2020/11/12/76-entrevista-altay-de-souza-e-a-ciencia-nossa-de-cada-dia,9
