Episode,Reference_1,Reference_2,Reference_3,Reference_4,Reference_5,Reference_6,Reference_7,Reference_8,Reference_9,Reference_10,Reference_11,Reference_12,Reference_13,Reference_14,Reference_15,Reference_16
https://www.b9.com.br/shows/naruhodo/naruhodo-188-contar-carneirinhos-faz-a-gente-dormir-mais-rapido/,The management of unwanted pre-sleep thoughts in insomnia: distraction with imagery versus general distraction (2002)https://www.sciencedirect.com.sci-hub.tw/science/article/abs/pii/S0005796701000122,The genetics of insomnia – Evidence for epigenetic mechanisms? (2014)https://www.sciencedirect.com.sci-hub.tw/science/article/pii/S108707921300052X,"The neurobiology, investigation, and treatment of chronic insomnia  (Lancet 2015)https://www.sciencedirect.com.sci-hub.tw/science/article/abs/pii/S1474442215000216","Adaptação e validação do Índice de Gravidade de Insônia (IGI): Caracterização Populacional, Valores Normativos e Aspectos Associadoshttp://repositorio.unifesp.br/handle/11600/23193",Questionario IGI (em inglês)https://bit.ly/2QZlpJL,Evento Ciência Aberta (FAPESP) – Redes Sociais e novas formas de comunicar a ciência:https://www.youtube.com/watch?v=su2D7k-S5XA,Naruhodo #156 – O que é paralisia do sono?www.b9.com.br/98975/naruhodo-156-o-que-e-paralisia-do-sono/,Naruhodo #153 – Sonambulismo tem cura?www.b9.com.br/97926/naruhodo-153-sonambulismo-tem-cura,Naruhodo #5 – É possível recuperar uma noite mal dormida dormindo mais na noite seguinte?www.b9.com.br/66869/naruhodo-5-e-possivel-recuperar-uma-noite-mal-dormida-dormindo-mais-na-noite-seguinte,Podcasts das #Minas: MOLHO SHOUJOhttp://molhoshoujo.com,,,,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-187-por-que-procrastinamos/,"Procrastination by pigeons: preference for larger, more delayed work requirements (1996)https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1350069/",Academic procrastination in college students: The role of self-reported executive functionhttps://www.researchgate.net/publication/49641657_Academic_procrastination_in_college_students_The_role_of_self-reported_executive_function,"Genetic Relations Among Procrastination, Impulsivity, and Goal-Management Ability: Implications for the Evolutionary Origin of Procrastinationhttps://journals.sagepub.com.sci-hub.tw/doi/abs/10.1177/0956797614526260","Experiencing the temporally extended self: Initial support for the role of affective states, vivid mental imagery, and future self-continuity in the prediction of academic procrastination 2015https://www.sciencedirect.com/science/article/pii/S0191886915003840",Trendcast Burnout:https://open.spotify.com/episode/1CtfN9OgZbJ51sKvBvYuhy?si=jxE95W7sQSiyjqcgvESkcQ,Nerdcast 674 – Gerenciamento de tempohttps://jovemnerd.com.br/nerdcast/gerenciamento-de-tempo/,Naruhodo #139 – Por que crianças ricas vão melhor no teste do marshmallowhttps://www.b9.com.br/93586/naruhodo-139-por-que-criancas-ricas-vao-melhor-no-teste-do-marshmallow/,Podcasts das #Minas: FANFICASThttp://fanficast.com.br,,,,,,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-186-o-que-sao-as-4-causas-de-aristoteles/,Jerry Hogan – A framework for the Study of Behaviorhttps://www.sciencedirect.com/science/article/pii/S0376635714001235,Peter Killen – The four causes of Behavior to Psychologyhttps://www.ncbi.nlm.nih.gov/pmc/articles/PMC2600470/,PNAS – Why Science needs Philosophyhttps://www.pnas.org/content/116/10/3948,Metodologia Científica com Altay de Souza (Canal Ciência Bonita)https://www.youtube.com/watch?v=IVXe9twK8E4,Naruhodo #90 – O que é inteligência?https://www.b9.com.br/76934/naruhodo-90-o-que-e-inteligencia/,Naruhodo #135 – Como eu sei que você é você e não eu? – Parte 1 de 2https://www.b9.com.br/92013/naruhodo-135-como-eu-sei-que-voce-e-voce-e-nao-eu-parte-1-de-2/,Naruhodo #136 – Como eu sei que você é você e não eu? – Parte 2 de 2https://www.b9.com.br/92404/naruhodo-136-como-eu-sei-que-voce-e-voce-e-nao-eu-parte-2-de-2/,Podcasts das #Minas: É PAU É PEDRAhttp://epauepedra.com.br/,,,,,,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-185-o-que-e-mms-e-por-que-ele-deve-ser-evitado/,Excitotoxicity in the Pathogenesis of Autismhttps://link.springer.com/article/10.1007/s12640-012-9354-3,Fórmula é vendida com a falsa promessa da cura do autismohttps://g1.globo.com/fantastico/noticia/2019/05/26/formula-e-vendida-com-a-falsa-promessa-da-cura-do-autismo.ghtml,Canal Youtube – Andrea Wernerhttps://www.youtube.com/user/deawerner,"Vendida como cura milagrosa para autismo, ‘MMS’ gera alerta entre pais e governohttps://www1.folha.uol.com.br/equilibrioesaude/2019/05/vendida-como-cura-milagrosa-para-autismo-mms-gera-alerta-entre-pais-e-governo.shtml",‘Church’ to offer ‘miracle cure’ despite FDA warnings against drinking bleachhttps://www.theguardian.com/us-news/2019/apr/19/church-group-to-hold-washington-event-despite-fda-warnings-against-miracle-cure,MMS : The Miracle Cure? – the fifth estatehttps://www.youtube.com/watch?v=GpkxfPkmbUU,"MMS, substância que promete “curar” autismo, volta a preocupar especialistashttps://revistacrescer.globo.com/Criancas/Saude/noticia/2019/05/mms-substancia-que-promete-curar-autismo-volta-preocupar-especialistas.html",Lair Ribeiro falando sobre MMShttps://www.youtube.com/watch?v=dXxNqoL-sJ0,"A self-styled archbishop’s conspiracy theory claiming that drinking bleach is a cure for autism was seen by millions on YouTube, and blamed for 2 deathshttps://www.businessinsider.com/mms-jim-humble-bleach-autism-cure-youtube-2019-5",Naruhodo #32 – Por que precisamos falar urgentemente sobre a Chikungunya?https://www.b9.com.br/68146/naruhodo-32-por-que-precisamos-falar-urgentemente-sobre-chikungunya/,Naruhodo #35 – Pessoas absorvem energia umas das outras?https://www.b9.com.br/68327/naruhodo-35-pessoas-absorvem-energia-umas-das-outras/,Naruhodo #141 – Cheirar pum faz bem a saúde?https://www.b9.com.br/94239/naruhodo-141-cheirar-pum-faz-bem-a-saude/,Naruhodo #146 – Por que precisamos falar sobre vacinas?https://www.b9.com.br/95820/naruhodo-146-por-que-precisamos-falar-sobre-vacinas/,Naruhodo #124 – Reiki funciona segundo a ciência?https://www.b9.com.br/89035/naruhodo-124-reiki-funciona-segundo-a-ciencia/,Naruhodo #89 – É possível mudar a forma do arroz com o poder das palavras?https://www.b9.com.br/76581/naruhodo-89-e-possivel-mudar-a-forma-do-arroz-com-o-poder-das-palavras/,Podcasts das #Minas: PONTO Ghttps://preciosamadalena.com.br/category/podcast/ponto-g/
https://www.b9.com.br/shows/naruhodo/naruhodo-184-e-possivel-juntar-exatas-humanas-e-biologicas-numa-nova-ciencia-parte-2-de-2/,A Conversation with Isaac Asimovhttps://bit.ly/2YhQWsS,The Greatest Good for Humanity: Isaac Asimov’s Future History and Utilitarian Calculation Problemshttps://bit.ly/3058zhb,Prediction and its limits (Science)https://science.sciencemag.org/content/355/6324/468,MAKING ASIMOV’S PSYCHOHISTORY A REALITY – Using Big Data to predict the futurehttps://magazine.factor-tech.com/factor_spring_2018/making_asimov_s_psychohistory_a_reality_using_big_data_to_predict_the_future,What makes an empire Rise and Fall?http://www.diva-portal.org/smash/get/diva2:1025267/FULLTEXT01.pdf,Human brain mapping and brain decoding. | Jack Gallant | TEDxSanFranciscohttps://www.youtube.com/watch?v=Ecvv-EvOj8M,The Grammar of Science – Karl Pearsonhttps://archive.org/details/grammarofscience00pearuoft/page/n6,Caixa de Histórias 63 – Fundação (Isaac Asimov):https://www.b9.com.br/67431/caixa-de-historias-63-fundacao/,Naruhodo #16 – O que é e qual o impacto do movimento maker?https://www.b9.com.br/67345/naruhodo-16-o-que-e-e-qual-o-impacto-do-movimento-maker/,Naruhodo #170 – Para conseguir algo basta acreditar ou querer muito?https://www.b9.com.br/103809/naruhodo-170-para-conseguir-algo-basta-acreditar-ou-querer-muito/,Naruhodo 159# – A ciência pode explicar tudo? – Parte 1https://www.b9.com.br/99631/naruhodo-159-a-ciencia-consegue-explicar-tudo-parte-1-de-2/,Naruhodo #160 – A ciência pode explicar tudo? – Parte 2https://www.b9.com.br/99839/naruhodo-160-a-ciencia-consegue-explicar-tudo-parte-2-de-2/,Naruhodo #109 – O cérebro é um computador?https://www.b9.com.br/83321/naruhodo-109-o-cerebro-humano-e-um-computador/,Podcasts das #Minas: BASEADO EM FATOS SURREAIShttp://www.bfsurreais.com.br/,,
https://www.b9.com.br/shows/naruhodo/naruhodo-183-e-possivel-juntar-exatas-humanas-e-biologicas-numa-nova-ciencia-parte-1-de-2/,A Conversation with Isaac Asimovhttps://bit.ly/2YhQWsS,The Greatest Good for Humanity: Isaac Asimov’s Future History and Utilitarian Calculation Problemshttps://bit.ly/3058zhb,Prediction and its limits (Science)https://science.sciencemag.org/content/355/6324/468,MAKING ASIMOV’S PSYCHOHISTORY A REALITY – Using Big Data to predict the futurehttps://magazine.factor-tech.com/factor_spring_2018/making_asimov_s_psychohistory_a_reality_using_big_data_to_predict_the_future,What makes an empire Rise and Fall?http://www.diva-portal.org/smash/get/diva2:1025267/FULLTEXT01.pdf,Human brain mapping and brain decoding. | Jack Gallant | TEDxSanFranciscohttps://www.youtube.com/watch?v=Ecvv-EvOj8M,The Grammar of Science – Karl Pearsonhttps://archive.org/details/grammarofscience00pearuoft/page/n6,Caixa de Histórias 63 – Fundação (Isaac Asimov):https://www.b9.com.br/67431/caixa-de-historias-63-fundacao/,Naruhodo #16 – O que é e qual o impacto do movimento maker?https://www.b9.com.br/67345/naruhodo-16-o-que-e-e-qual-o-impacto-do-movimento-maker/,Naruhodo #170 – Para conseguir algo basta acreditar ou querer muito?https://www.b9.com.br/103809/naruhodo-170-para-conseguir-algo-basta-acreditar-ou-querer-muito/,Naruhodo 159# – A ciência pode explicar tudo? – Parte 1https://www.b9.com.br/99631/naruhodo-159-a-ciencia-consegue-explicar-tudo-parte-1-de-2/,Naruhodo #160 – A ciência pode explicar tudo? – Parte 2https://www.b9.com.br/99839/naruhodo-160-a-ciencia-consegue-explicar-tudo-parte-2-de-2/,Naruhodo #109 – O cérebro é um computador?https://www.b9.com.br/83321/naruhodo-109-o-cerebro-humano-e-um-computador/,Podcasts das #Minas: APENÃhttp://apenan.com.br/,,
https://www.b9.com.br/shows/naruhodo/naruhodo-182-a-ordem-do-nascimento-dos-irmaos-faz-diferenca/,Examining the effects of birth order on personalityhttps://www.pnas.org/content/112/46/14224.full,"Born to rebel: Birth order, family dynamics, and creative lives.https://psycnet.apa.org/record/1996-98980-000",A Model Family changes in Cultural Contexthttps://scholarworks.gvsu.edu/cgi/viewcontent.cgi?article=1059&context=orpc,Issues in birth order research methodology: Perspectives form individual psychology.https://psychet.apa.org/record/2012-13263-007,Naruhodo! #6 – Mulheres que vivem juntas ovulam ao mesmo tempowww.b9.com.br/66912/naruhodo-6-mulheres-que-convivem-juntas-ovulam-ao-mesmo-tempo,Naruhodo #168 – Japonês é tudo igual?www.b9.com.br/103072/naruhodo-168-japones-e-tudo-igual/,Naruhodo #103 – Testes de personalidade funcionam?www.b9.com.br/80590/naruhodo-103-testes-de-personalidade-funcionam/,Podcasts das #Minas: PERGUNTA DE QUINTA – É PAU É PEDRAhttps://open.spotify.com/show/7wpw0VXhWurAofD2zeJgsm,,,,,,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-181-por-que-solucamos/,Hiccup man (Charles Sanders)https://youtu.be/uAXOu-RSKmg,Retrospective analysis of hiccups in patients at a community hospital from 1995-2000.https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2594386/pdf/jnma00323-0090.pdf,Interventions for treating persistent and intractable hiccups in adultshttps://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008768.pub2/abstract,Neurotransmitters in hiccupshttps://www.ncbi.nlm.nih.gov/pmc/articles/PMC4988959/,Termination of intractable hiccups with digital rectal massagehttps://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-2796.1990.tb00134.x,Ig Nobel prizes hail ‘digital rectal massage’https://www.newscientist.com/article/dn10207-ig-nobel-prizes-hail-digital-rectal-massage/,Naruhodo #125 – Por que algumas pessoas passam mal ao ver sangue?https://www.b9.com.br/89297/naruhodo-125-por-que-algumas-pessoas-passam-mal-ao-ver-sangue/,Naruhodo #162 – Por que acontece o nocaute?https://www.b9.com.br/100726/naruhodo-162-por-que-acontece-o-nocaute/,Naruhodo #173 – O que são cacoetes?https://www.b9.com.br/104574/naruhodo-173-o-que-sao-cacoetes/,"Naruhodo #52 – No bar, fazer xixi uma primeira vez aumenta a vontade de urinar mais vezes?https://www.b9.com.br/70624/naruhodo-52-no-bar-fazer-xixi-uma-primeira-vez-aumenta-vontade-de-urinar-mais-vezes/",Naruhodo #147 – Comer pimenta faz bem pra saúde?https://www.b9.com.br/96093/naruhodo-147-comer-pimenta-faz-bem-pra-saude/,Podcasts das #Minas: MICROBIANDOhttp://www.cienciaexplica.com.br/category/microbiando/,,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-180-pessoas-com-letra-feia-sao-mais-inteligentes/,Estudo aponta que pessoas com letra feia são as mais inteligenteshttps://www.megacurioso.com.br/ciencia/110501-estudo-aponta-que-pessoas-com-letra-feia-sao-as-mais-inteligentes.htm,Naruhodo #130 – Porque fazemos caretas quando executamos algumas tarefas?https://www.b9.com.br/90463/naruhodo-130-por-que-fazemos-caretas-quando-executamos-algumas-tarefas/,Naruhodo #173 – O que são cacoetes?https://www.b9.com.br/104574/naruhodo-173-o-que-sao-cacoetes/,Naruhodo #90 – O que é inteligência?https://www.b9.com.br/76934/naruhodo-90-o-que-e-inteligencia/,Naruhodo #166 – Porque algumas pessoas são mais desastradashttps://www.b9.com.br/102526/naruhodo-166-por-que-algumas-pessoas-sao-mais-desastradas/,Naruhodo #103 – Testes de personalidade funcionam?https://www.b9.com.br/80590/naruhodo-103-testes-de-personalidade-funcionam/,"Gesell: Accuracy in Handwriting, as Related to School Intelligence and Sexhttps://www.jstor.org/stable/1412252?seq=2in#metadata_info_tab_contents",Alfred Binet and Crépieux-Jamin: Can intelligence be measured scientifically by graphology?https://www.cairn.info/revue-l-annee-psychologique1-2015-1-page-3.htm#,Graphology and Personality: An Empirical Study on Validity of Handwriting Analysishttps://journals.sagepub.com/doi/abs/10.2466/PR0.105.F.1255-1268?casa_token=kq6P4-EUk5MAAAAA:Og4-95KeCOsPQy1nOmGSRVAUvxhN19roj91dt41s8LQA59PS6YcIFfX281q7GL46dq8MKIQurJB4qQ,Predicting the Big Five personality traits from handwritinghttps://link.springer.com/article/10.1186/s13640-018-0297-3,Do differences in sex hormones affect handwriting style? Evidence from digit ratio and sex role identity as determinants of the sex of handwritinghttps://www.sciencedirect.com/science/article/pii/S0191886905000528,"Handwriting development, competency, and interventionhttps://onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8749.2007.00312.x",Podcasts das #Minas: MENINAS PRA FRENTEhttps://www.facebook.com/MeninasPraFrente/,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-179-por-que-ouvimos-algumas-musicas-muitas-vezes-ate-cansar/,Extreme re-listening: Songs people love… And continue to love (2018)https://journals.sagepub.com/doi/full/10.1177/0305735617751050,Curva de Wundt – Novelty and Human Aesthetic Preferences:https://www2.le.ac.uk/departments/npb/people/amc/articles-pdfs/novehuma.pdf,Study of Fads: The Hit Parade (1960):http://journals.sagepub.com.sci-hub.tw/doi/abs/10.2466/pr0.1966.18.2.443,The effect of music genre in a memory taskhttps://scholar.utc.edu/mps/vol17/iss2/14/?utm_source=scholar.utc.edu%2Fmps%2Fvol17%2Fiss2%2F14&utm_medium=PDF&utm_campaign=PDFCoverPages,The sensory-motor theory of rhythm and beat induction 20 years on: a new synthesis and future perspectiveshttps://www.frontiersin.org/articles/10.3389/fnhum.2015.00444/full,"What Pinnipeds Have to Say about Human Speech, Music, and the Evolution of Rhythmhttps://www.frontiersin.org/articles/10.3389/fnins.2016.00274/full",Haka – Exemplohttps://www.youtube.com/watch?v=Wz7DzheCeuQ,Dança brasileirahttps://www.youtube.com/watch?v=qDG3baFw38A,Falando com leões marinhoshttps://www.youtube.com/watch?v=FpIf6mPZJGA,Naruhodo #74 – Por que algumas músicas nos arrepiam?https://www.b9.com.br/73856/naruhodo-74-por-que-algumas-musicas-nos-arrepiam/,Naruhodo #42 – Cirandas infantis giram sempre na mesma direção?https://www.b9.com.br/68832/naruhodo-42-cirandas-infantis-giram-sempre-na-mesma-direcao/,Naruhodo #57 – Por que a gente se arrepia?https://www.b9.com.br/71238/naruhodo-57-por-que-gente-se-arrepia/,Naruhodo #149 – Por que damos risadas?https://www.b9.com.br/96663/naruhodo-149-por-que-damos-risadas/,Naruhodo #144 – Por que sentimos cócegas?https://www.b9.com.br/95158/naruhodo-144-por-que-sentimos-cocegas/,Podcasts das #Minas: AS MATHILDAShttp://cinemacao.com/category/as-mathildas/,
https://www.b9.com.br/shows/naruhodo/naruhodo-178-o-que-e-ser-normal/,Regression Towards Mediocrity in Hereditary Stature – Galtonhttp://www.jstor.org.sci-hub.tw/stable/2841583?read-now=1&seq=4#page_scan_tab_contents,Seeing Theory – Teorema Central do Limite:https://seeing-theory.brown.edu/probability-distributions/index.html,Normality Does Not Equal Mental Health: The Need to Look Elsewhere for Standards of Good Psychological Health:https://bit.ly/2uRT5Pm,Naruhodo #84 – O que leva uma pessoa a ser transgênero?https://www.b9.com.br/75468/naruhodo-84-o-que-leva-uma-pessoa-ser-transgenero/,Naruhodo #170 – Para conseguir algo basta acreditar ou querer muito?https://www.b9.com.br/103809/naruhodo-170-para-conseguir-algo-basta-acreditar-ou-querer-muito/,Naruhodo #140 – Por que expressamos tanta raiva nas redes sociais?https://www.b9.com.br/93892/naruhodo-140-por-que-expressamos-tanta-raiva-nas-redes-sociais/,Podcasts das #Minas: O QUE ASSISTIRhttp://www.oqueassistir.com.br,,,,,,,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-177-por-que-criamos-amigos-imaginarios/,Marjorie Taylor – Imaginary Companions and the Children Who Create Themhttps://www.youtube.com/watch?v=vO2A4KAH3EQ,Pretend Companions (Imaginary Playmates): The Emergence of a Fieldhttp://www.tandfonline.com.sci-hub.tw/doi/abs/10.3200/GNTP.167.4.349-364,The Illusion of Independent Agency: Do Adult Fiction Writers Experience Their Characters as Having Minds of Their Own?http://journals.sagepub.com.sci-hub.tw/doi/abs/10.2190/FTG3-Q9T0-7U26-5Q5X,Expecting to teach enhances learning and organization of knowledge in free recall of text passageshttps://link.springer.com/article/10.3758/s13421-014-0416-z,Naruhodo #172 – Por que as nuvens têm o formato de alguma coisa?https://www.b9.com.br/104459/naruhodo-172-por-que-as-nuvens-tem-o-formato-de-alguma-coisa/,Naruhodo #135 – Como eu sei que você é você e não eu? – Parte 1 de 2https://www.b9.com.br/92013/naruhodo-135-como-eu-sei-que-voce-e-voce-e-nao-eu-parte-1-de-2/,Naruhodo #136 – Como eu sei que você é você e não eu? – Parte 2 de 2https://www.b9.com.br/92404/naruhodo-136-como-eu-sei-que-voce-e-voce-e-nao-eu-parte-2-de-2/,Naruhodo #67 – Como funciona o cérebro quando conversamos com nós mesmos?https://www.b9.com.br/72717/naruhodo-67-como-funciona-o-cerebro-quando-conversamos-com-nos-mesmos/,Naruhodo #172 – Por que as nuvens têm o formato de alguma coisa?https://www.b9.com.br/104459/naruhodo-172-por-que-as-nuvens-tem-o-formato-de-alguma-coisa/,Podcasts das #Minas: SONORAhttp://anchor.fm/sonora,,,,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-176-jogar-videogame-deixa-as-pessoas-mais-violentas-parte-2-de-2/,Meanings of play among children (2012)http://journals.sagepub.com.sci-hub.tw/doi/abs/10.1177/0907568212454751?casa_token=gen0H75qVEwAAAAA:q_4tXIcux_p5edp9do-V1mQOaOt4t7d2jCPoxK-iLOOM2lOQBVvjNJxRRaR9nCqH5krNaHUz40HLKg,Major Video Games Make More Money Than Blockbuster Movieshttps://www.entrepreneur.com/article/323001,Cuphead RAGE/FAIL Twitch Compilationhttps://www.youtube.com/watch?v=EdmWgOKSx-c,Videogame as Media Practice: An Exploration of the Intersections Between Play and Audiovisual Culture (2009)http://journals.sagepub.com.sci-hub.tw/doi/abs/10.1177/1354856508097019?casa_token=-g8VHtVJrnQAAAAA:3bh1POMQTxjZbZeBh242ETnz7gME4C8lWxz-Z4afoM8nzgqbe4f31yk4uWJ2WqS-lp3tca53JfdIiQ,It’s okay to shoot a character: Moral disengagement in violent video gameshttps://academic.oup.com/joc/article-abstract/60/1/94/4098421,"Violent Video Game Effects on Aggression, Empathy, and Prosocial Behavior in Eastern and Western Countries: A Meta-Analytic Review (2010)https://psycnet.apa.org/fulltext/2010-03383-001.html?casa_token=2CSQGMgA4TgAAAAA:rX9J_Hs4q45whRGozCxiP_cwsAhHcj9rUbTj-oUIe-MJRhm3pMwccp2EdVHD1ZgR1rVSfPi9Q8_8WlT2tVFk0y4",No priming in video gameshttps://www.sciencedirect.com/science/article/pii/S0747563217305472,Behavioural realism and the activation of aggressive concepts in violent video gameshttps://www.sciencedirect.com/science/article/pii/S1875952117300113,Eletronic gaming and Prosocial Adjustmenthttps://www.google.com/url?sa=t&source=web&rct=j&url=http://pediatrics.aappublications.org/content/pediatrics/134/3/e716.full.pdf&ved=2ahUKEwiglrmjnorhAhXvH7kGHdUXDcAQFjAAegQIAxAB&usg=AOvVaw3kEuEUNpFBGpPeEEtWl99J,Naruhodo #149 – Por que damos risadas?https://www.b9.com.br/96663/naruhodo-149-por-que-damos-risadas/,Naruhodo #144 – Por que sentimos cócegas?https://www.b9.com.br/95158/naruhodo-144-por-que-sentimos-cocegas/,Naruhodo #140 – Por que expressamos tanta raiva nas redes sociais?https://www.b9.com.br/93892/naruhodo-140-por-que-expressamos-tanta-raiva-nas-redes-sociais/,Naruhodo #89 – É possível mudar a forma do arroz com o poder das palavras?https://www.b9.com.br/76581/naruhodo-89-e-possivel-mudar-a-forma-do-arroz-com-o-poder-das-palavras/,Podcasts das #Minas: PÍLULAS DE BELEZAhttp://culturanerdegeek.com.br/podcasts/pilulasdebeleza/,,
https://www.b9.com.br/shows/naruhodo?pagina=1#anchor-tabs,,,,,,,,,,,,,,,,
https://www.b9.com.br/shows/naruhodo?pagina=21#anchor-tabs,,,,,,,,,,,,,,,,
https://www.b9.com.br/shows/naruhodo?pagina=19#anchor-tabs,,,,,,,,,,,,,,,,
https://www.b9.com.br/shows/naruhodo?pagina=20#anchor-tabs,,,,,,,,,,,,,,,,
https://www.b9.com.br/shows/naruhodo?pagina=23#anchor-tabs,,,,,,,,,,,,,,,,
https://www.b9.com.br/shows/naruhodo?pagina=24#anchor-tabs,,,,,,,,,,,,,,,,
https://www.b9.com.br/shows/naruhodo?pagina=25#anchor-tabs,,,,,,,,,,,,,,,,
https://www.b9.com.br/shows/naruhodo?pagina=35#anchor-tabs,,,,,,,,,,,,,,,,
https://www.b9.com.br/shows/naruhodo/,,,,,,,,,,,,,,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-175-jogar-videogame-deixa-as-pessoas-mais-violentas-parte-1-de-2/,Meanings of play among children (2012)http://journals.sagepub.com.sci-hub.tw/doi/abs/10.1177/0907568212454751?casa_token=gen0H75qVEwAAAAA:q_4tXIcux_p5edp9do-V1mQOaOt4t7d2jCPoxK-iLOOM2lOQBVvjNJxRRaR9nCqH5krNaHUz40HLKg,Major Video Games Make More Money Than Blockbuster Movieshttps://www.entrepreneur.com/article/323001,Cuphead RAGE/FAIL Twitch Compilationhttps://www.youtube.com/watch?v=EdmWgOKSx-c,Videogame as Media Practice: An Exploration of the Intersections Between Play and Audiovisual Culture (2009)http://journals.sagepub.com.sci-hub.tw/doi/abs/10.1177/1354856508097019?casa_token=-g8VHtVJrnQAAAAA:3bh1POMQTxjZbZeBh242ETnz7gME4C8lWxz-Z4afoM8nzgqbe4f31yk4uWJ2WqS-lp3tca53JfdIiQ,It’s okay to shoot a character: Moral disengagement in violent video gameshttps://academic.oup.com/joc/article-abstract/60/1/94/4098421,"Violent Video Game Effects on Aggression, Empathy, and Prosocial Behavior in Eastern and Western Countries: A Meta-Analytic Review (2010)https://psycnet.apa.org/fulltext/2010-03383-001.html?casa_token=2CSQGMgA4TgAAAAA:rX9J_Hs4q45whRGozCxiP_cwsAhHcj9rUbTj-oUIe-MJRhm3pMwccp2EdVHD1ZgR1rVSfPi9Q8_8WlT2tVFk0y4",No priming in video gameshttps://www.sciencedirect.com/science/article/pii/S0747563217305472,Behavioural realism and the activation of aggressive concepts in violent video gameshttps://www.sciencedirect.com/science/article/pii/S1875952117300113,Eletronic gaming and Prosocial Adjustmenthttps://www.google.com/url?sa=t&source=web&rct=j&url=http://pediatrics.aappublications.org/content/pediatrics/134/3/e716.full.pdf&ved=2ahUKEwiglrmjnorhAhXvH7kGHdUXDcAQFjAAegQIAxAB&usg=AOvVaw3kEuEUNpFBGpPeEEtWl99J,Naruhodo #149 – Por que damos risadas?https://www.b9.com.br/96663/naruhodo-149-por-que-damos-risadas/,Naruhodo #144 – Por que sentimos cócegas?https://www.b9.com.br/95158/naruhodo-144-por-que-sentimos-cocegas/,Naruhodo #140 – Por que expressamos tanta raiva nas redes sociais?https://www.b9.com.br/93892/naruhodo-140-por-que-expressamos-tanta-raiva-nas-redes-sociais/,Naruhodo #89 – É possível mudar a forma do arroz com o poder das palavras?https://www.b9.com.br/76581/naruhodo-89-e-possivel-mudar-a-forma-do-arroz-com-o-poder-das-palavras/,Podcasts das #Minas: SINUCA DE BICOShttps://paizinhovirgula.com/category/podcasts/podcast-sinuca-de-bicos/,,
https://www.b9.com.br/shows/naruhodo/naruhodo-174-por-que-temos-o-impeto-de-pular-de-lugares-altos/,Naruhodo #112 – Por que as pessoas têm medo de avião?https://www.b9.com.br/84351/naruhodo-112-por-que-as-pessoas-tem-medo-de-aviao/,Naruhodo #98 – Por que precisamos falar sobre suicídio?https://www.b9.com.br/79155/naruhodo-98-por-que-precisamos-falar-sobre-suicidio/,Naruhodo #155 – Tomar decisões cansa o nosso cérebro?https://www.b9.com.br/98659/naruhodo-155-tomar-decisoes-cansa-o-nosso-cerebro/,Naruhodo #164 – Podemos ler emoções com base em expressões faciais?https://www.b9.com.br/101840/naruhodo-164-podemos-ler-emocoes-com-base-em-expressoes-faciais/,Naruhodo #161 – Visitar museus pode curar doenças?https://www.b9.com.br/100503/naruhodo-161-visitar-museus-pode-curar-doencas/,Existentialism and the Fear of Dying – Michael A. Slotehttp://www.jstor.org.sci-hub.tw/stable/20009555?seq=1#page_scan_tab_contents,An urge to jump affirms the urge to live: An empirical examination of the high place phenomenon (2012)http://www.sciencedirect.com.sci-hub.tw/science/article/pii/S0165032711006847,Existential neuroscience: a functional magnetic resonance imaging investigation of neural responses to reminders of one’s mortality (2012)https://academic.oup.com/scan/article/7/2/193/1625189,"Deception Pass Bridge, Whidbey Island, WA in 4Khttps://www.youtube.com/watch?v=pJfLYHEnV70",Podcasts das #Minas: OLHAREShttps://olharespodcast.com.br,,,,,,
https://www.b9.com.br/shows/naruhodo/naruhodo-173-o-que-sao-cacoetes/,"Tiques, Cacoetes, Síndrome de Tourettehttps://goo.gl/o7y2Ks",Drauzio Varela – Tiques Incontroláveishttps://drauziovarella.uol.com.br/drauzio/artigos/tiques-incontrolaveis/,Neuroimaging of tic genesis: Present status and future perspectiveshttps://onlinelibrary.wiley.com/doi/full/10.1002/mds.26333,Imaging the where and when of tic generation and resting state networks in adult Tourette patientshttps://www.ncbi.nlm.nih.gov/pmc/articles/PMC4035756/,Girl living with worst ever case of tourettes | 60 Minutes Australiahttps://www.youtube.com/watch?v=-yy6UUncUI0,Naruhodo #130 – Por que fazemos caretas quando executamos algumas tarefas?https://www.b9.com.br/90463/naruhodo-130-por-que-fazemos-caretas-quando-executamos-algumas-tarefas/,Podcasts das #Minas: POTOCAShttps://www.facebook.com/potocaspodcast/,,,,,,,,,
